r	n	accum	mflops
15	99470	0.002475	1205.876268
15	99480	0.002486	1200.407376
15	99490	0.002475	1206.152359
15	99500	0.002474	1206.785165
15	99510	0.002477	1205.374339
15	99520	0.002475	1206.482418
15	99530	0.002475	1206.501264
15	99540	0.002466	1210.825662
15	99550	0.002473	1207.766588
15	99560	0.002478	1205.470385
15	99570	0.002484	1202.439417
15	99580	0.002940	1016.271779
15	99590	0.002483	1203.086299
15	99600	0.002476	1206.635039
15	99610	0.002473	1208.255584
15	99620	0.002474	1207.797215
15	99630	0.002481	1204.891645
15	99640	0.002479	1205.691581
15	99650	0.002484	1203.709818
15	99660	0.002470	1210.297364
15	99670	0.002479	1205.986008
15	99680	0.002479	1206.107492
15	99690	0.002480	1206.058238
15	99700	0.002480	1206.213269
15	99710	0.002480	1205.960743
15	99720	0.002476	1208.463120
15	99730	0.002476	1208.550620
15	99740	0.002480	1206.561449
15	99750	0.002484	1204.545272
15	99760	0.002481	1206.055909
15	99770	0.002478	1208.047190
15	99780	0.002473	1210.351428
15	99790	0.002481	1206.690427
15	99800	0.002488	1203.592446
15	99810	0.002489	1203.172779
15	99820	0.002470	1212.480459
15	99830	0.002521	1188.175140
15	99840	0.002786	1075.176181
15	99850	0.002495	1200.689750
15	99860	0.002482	1207.095099
15	99870	0.002499	1198.715225
15	99880	0.002497	1200.009131
15	99890	0.002482	1207.525851
15	99900	0.002479	1209.075692
15	99910	0.002491	1203.297114
15	99920	0.002488	1204.735508
15	99930	0.002489	1204.686620
15	99940	0.002487	1205.382611
15	99950	0.002486	1206.180180
15	99960	0.002484	1207.013138
15	99970	0.002487	1205.981533
15	99980	0.002485	1206.949557
15	99990	0.002488	1205.511668
15	100000	0.002490	1204.888474
14	100100	0.002327	1204.331606
14	100200	0.002331	1203.403811
14	100300	0.002336	1202.120019
14	100400	0.002636	1066.619315
14	100500	0.002349	1197.713873
14	100600	0.002352	1197.445947
14	100700	0.002341	1204.573243
14	100800	0.002351	1200.504293
14	100900	0.002642	1069.521956
14	101000	0.002373	1191.804197
14	101100	0.002357	1200.973404
14	101200	0.002360	1200.595552
14	101300	0.002367	1198.236188
14	101400	0.002689	1055.894107
14	101500	0.002375	1196.577670
14	101600	0.002378	1196.138451
14	101700	0.002371	1201.018816
14	101800	0.002375	1200.254839
14	101900	0.002753	1036.257386
14	102000	0.002479	1152.127179
14	102100	0.002466	1159.398190
14	102200	0.002468	1159.285955
14	102300	0.002467	1161.110343
14	102400	0.002755	1040.787531
14	102500	0.002398	1196.683477
14	102600	0.002402	1196.039680
14	102700	0.002391	1202.520291
14	102800	0.002395	1201.901396
14	102900	0.002413	1194.016985
14	103000	0.002763	1043.921438
14	103100	0.002423	1191.543459
14	103200	0.002424	1192.080683
14	103300	0.002421	1194.509156
14	103400	0.002427	1193.153462
14	103500	0.002782	1041.616122
14	103600	0.002421	1198.116255
14	103700	0.002417	1201.421381
14	103800	0.002422	1200.117931
14	103900	0.002418	1202.973941
14	104000	0.002792	1042.904115
14	104100	0.002459	1185.231209
14	104200	0.002440	1195.605404
14	104300	0.002439	1197.266997
14	104400	0.002445	1195.505078
14	104500	0.002808	1041.949692
14	104600	0.002450	1195.302699
14	104700	0.002902	1010.031756
14	104800	0.002449	1198.339868
14	104900	0.002452	1197.843132
14	105000	0.002820	1042.424182
14	105100	0.002461	1195.733748
14	105200	0.002465	1195.107751
14	105300	0.002469	1194.145915
14	105400	0.002467	1196.091870
14	105500	0.002831	1043.460445
14	105600	0.002473	1195.586423
14	105700	0.002469	1198.784042
14	105800	0.002553	1160.553559
14	105900	0.002551	1162.349929
14	106000	0.002859	1038.161168
14	106100	0.002504	1186.272494
14	106200	0.002487	1195.727133
14	106300	0.002476	1202.290022
14	106400	0.002491	1196.165141
14	106500	0.002863	1041.455299
14	106600	0.002582	1156.012500
14	106700	0.002579	1158.507171
14	106800	0.002584	1157.085679
14	106900	0.002578	1160.992934
14	107000	0.002866	1045.299571
14	107100	0.002873	1043.834215
13	107200	0.002485	1121.718444
13	107300	0.002486	1122.007564
13	107400	0.002499	1117.247803
13	107500	0.002489	1122.900788
13	107600	0.002705	1034.057055
13	107700	0.002506	1117.558341
13	107800	0.002506	1118.315265
13	107900	0.002500	1122.323859
13	108000	0.002518	1115.385608
13	108100	0.002711	1036.614939
13	108200	0.005155	545.713284
13	108300	0.002443	1152.437460
13	108400	0.002447	1151.921265
13	108500	0.002444	1154.466467
13	108600	0.002769	1019.815540
13	108700	0.002528	1117.993798
13	108800	0.002537	1115.201480
13	108900	0.002536	1116.687846
13	109000	0.002535	1117.867138
13	109100	0.002812	1008.609413
13	109200	0.002507	1132.365340
13	109300	0.002503	1135.172986
13	109400	0.002512	1132.357748
13	109500	0.002518	1130.626026
13	109600	0.002866	994.244783
13	109700	0.002549	1118.758563
13	109800	0.002546	1121.068573
13	109900	0.002544	1123.013484
13	110000	0.002554	1119.762955
13	110100	0.002870	997.370865
13	110200	0.002540	1127.843670
13	110300	0.002526	1135.328029
13	110400	0.002531	1134.287214
13	110500	0.002527	1137.135448
13	110600	0.002904	990.213907
13	110700	0.002686	1071.566989
13	110800	0.002686	1072.590887
13	110900	0.002686	1073.391077
13	111000	0.002691	1072.351791
13	111100	0.004405	655.725499
13	111200	0.002894	999.069765
13	111300	0.002611	1108.237562
13	111400	0.002628	1102.158158
13	111500	0.002627	1103.499414
13	111600	0.002647	1096.270504
13	111700	0.002946	985.906982
13	111800	0.002690	1080.613274
13	111900	0.002681	1085.186021
13	112000	0.002682	1085.590133
13	112100	0.002690	1083.484757
13	112200	0.002940	992.154794
13	112300	0.002572	1135.013683
13	112400	0.002578	1133.439370
13	112500	0.002573	1136.849911
13	112600	0.002582	1133.705711
13	112700	0.002960	989.804694
13	112800	0.002722	1077.549149
13	112900	0.002711	1082.866553
13	113000	0.002716	1081.791222
13	113100	0.002704	1087.390618
13	113200	0.002938	1001.830267
13	113300	0.002674	1101.748069
13	113400	0.002698	1092.871869
13	113500	0.002669	1105.714720
13	113600	0.002704	1092.423641
13	113700	0.002974	993.897826
13	113800	0.002766	1069.725974
13	113900	0.002763	1071.992627
13	114000	0.002773	1069.014555
13	114100	0.002774	1069.548022
13	114200	0.003010	986.318043
13	114300	0.002778	1069.645366
13	114400	0.002786	1067.656024
13	114500	0.002786	1068.455058
13	114600	0.002780	1071.967840
13	114700	0.003036	982.431080
13	114800	0.002745	1087.556536
13	114900	0.002743	1089.280212
13	115000	0.002757	1084.566045
13	115100	0.002744	1090.732022
13	115200	0.003060	978.965575
13	115300	0.002791	1074.062596
12	115400	0.002597	1066.377125
12	115500	0.002594	1068.767393
12	115600	0.002605	1065.160863
12	115700	0.002635	1053.958436
12	115800	0.002858	972.288110
12	115900	0.002558	1087.342753
12	116000	0.002564	1085.820795
12	116100	0.002599	1072.269271
12	116200	0.002597	1073.827571
12	116300	0.002843	981.618912
12	116400	0.002620	1066.327510
12	116500	0.002604	1073.799110
12	116600	0.002619	1068.558588
12	116700	0.002613	1072.047830
12	116800	0.002852	982.965715
12	116900	0.002646	1060.392000
12	117000	0.002627	1068.832346
12	117100	0.002614	1075.061511
12	117200	0.002619	1074.171611
12	117300	0.002867	981.931306
12	117400	0.002699	1044.064440
12	117500	0.003086	913.672230
12	117600	0.002699	1045.761708
12	117700	0.002703	1045.109374
12	117800	0.002910	971.537711
12	117900	0.002653	1066.675111
12	118000	0.002652	1067.889410
12	118100	0.002654	1067.950740
12	118200	0.002648	1071.279270
12	118300	0.002916	973.651867
12	118400	0.002690	1056.292479
12	118500	0.002699	1053.546774
12	118600	0.002697	1055.583143
12	118700	0.002677	1064.246286
12	118800	0.002925	974.825221
12	118900	0.002664	1071.013575
12	119000	0.002665	1071.773955
12	119100	0.002664	1073.096234
12	119200	0.002669	1071.664973
12	119300	0.002935	975.620062
12	119400	0.002711	1056.954410
12	119500	0.002692	1065.469932
12	119600	0.002715	1057.253924
12	119700	0.002740	1048.616026
12	119800	0.003023	951.164806
12	119900	0.002977	966.586655
12	120000	0.002822	1020.670347
12	120100	0.002799	1029.907478
12	120200	0.002824	1021.461021
12	120300	0.002825	1022.108513
12	120400	0.002989	966.784515
12	120500	0.002772	1043.256924
12	120600	0.002768	1045.492506
12	120700	0.002771	1045.225637
12	120800	0.002788	1039.855011
12	120900	0.002989	970.731521
12	121000	0.005416	536.152937
12	121100	0.002801	1037.706107
12	121200	0.002818	1032.384461
12	121300	0.002798	1040.561600
12	121400	0.003025	963.133755
12	121500	0.002728	1068.990193
12	121600	0.002759	1057.656868
12	121700	0.002752	1061.428233
12	121800	0.002742	1066.169860
12	121900	0.003037	963.230893
12	122000	0.002723	1075.482094
12	122100	0.002709	1081.635742
12	122200	0.002721	1077.853290
12	122300	0.002722	1078.458281
12	122400	0.003022	972.212064
12	122500	0.002748	1069.899364
12	122600	0.002748	1070.799639
12	122700	0.002752	1069.878142
12	122800	0.002758	1068.418750
12	122900	0.003033	972.452135
12	123000	0.002863	1031.053141
12	123100	0.002859	1033.353492
12	123200	0.002855	1035.786987
12	123300	0.002859	1034.956357
12	123400	0.003056	969.178133
12	123500	0.002805	1056.716890
12	123600	0.002799	1059.683652
12	123700	0.002795	1062.130787
12	123800	0.002803	1059.917517
12	123900	0.004563	651.640969
12	124000	0.003076	967.587761
12	124100	0.002827	1053.535254
12	124200	0.002824	1055.557720
12	124300	0.002813	1060.393972
12	124400	0.002829	1055.534343
12	124500	0.003102	963.286470
12	124600	0.002863	1044.388611
12	124700	0.002847	1051.046411
12	124800	0.002864	1045.835617
12	124900	0.002858	1048.924621
12	125000	0.003107	965.437964
11	125100	0.002635	1044.593540
11	125200	0.002626	1048.959571
11	125300	0.002621	1051.811825
11	125400	0.002628	1049.937091
11	125500	0.002905	950.408700
11	125600	0.002757	1002.298991
11	125700	0.002766	999.804045
11	125800	0.002742	1009.264108
11	125900	0.002733	1013.629359
11	126000	0.002933	945.241466
11	126100	0.002658	1043.675852
11	126200	0.002674	1038.228684
11	126300	0.002637	1053.524393
11	126400	0.002645	1051.351695
11	126500	0.002941	946.355613
11	126600	0.002783	1000.695946
11	126700	0.002767	1007.478196
11	126800	0.002773	1006.038177
11	126900	0.002754	1013.905887
11	127000	0.002951	946.879838
11	127100	0.002689	1039.983308
11	127200	0.002688	1041.126041
11	127300	0.002684	1043.435625
11	127400	0.002690	1041.869566
11	127500	0.002979	941.493797
11	127600	0.002729	1028.841425
11	127700	0.002719	1033.058687
11	127800	0.002789	1008.132180
11	127900	0.002779	1012.495893
11	128000	0.002967	949.123796
11	128100	0.002712	1039.230183
11	128200	0.002711	1040.336077
11	128300	0.002722	1037.007264
11	128400	0.002731	1034.523675
11	128500	0.002753	1026.793984
11	128600	0.003075	920.046490
11	128700	0.002712	1043.990363
11	128800	0.002712	1044.774579
11	128900	0.002787	1017.446345
11	129000	0.002785	1019.078456
11	129100	0.003091	918.761635
11	129200	0.002870	990.501652
11	129300	0.002877	988.741362
11	129400	0.002878	989.050198
11	129500	0.002868	993.285128
11	129600	0.003085	924.178289
11	129700	0.002929	974.065431
11	129800	0.002941	971.065935
11	129900	0.002934	973.919089
11	130000	0.002913	981.913901
11	130100	0.003138	912.051785
11	130200	0.003015	949.962474
11	130300	0.003378	848.599852
11	130400	0.003011	952.900387
11	130500	0.003006	955.071393
11	130600	0.003133	917.067211
11	130700	0.003044	944.747981
11	130800	0.003047	944.387285
11	130900	0.003080	934.993625
11	131000	0.003077	936.557796
11	131100	0.003159	913.067965
11	131200	0.002985	967.092584
11	131300	0.002958	976.397584
11	131400	0.002976	971.294269
11	131500	0.002972	973.564018
11	131600	0.003173	912.474668
11	131700	0.003092	937.180385
11	131800	0.003069	944.872140
11	131900	0.003056	949.695402
11	132000	0.003077	943.813827
11	132100	0.003195	909.714114
11	132200	0.002987	973.529530
11	132300	0.002973	979.141520
11	132400	0.002963	983.161569
11	132500	0.002959	985.274623
11	132600	0.003216	906.951084
11	132700	0.003180	918.080917
11	132800	0.003028	964.731623
11	132900	0.003014	970.133827
11	133000	0.003023	967.970306
11	133100	0.003029	966.620848
11	133200	0.003198	916.427584
11	133300	0.002954	992.653094
11	133400	0.002948	995.515634
11	133500	0.002953	994.495230
11	133600	0.002953	995.334202
11	133700	0.003258	902.946595
11	133800	0.005588	526.755063
11	133900	0.003107	948.144925
11	134000	0.003110	947.958128
11	134100	0.003127	943.579378
11	134200	0.003282	899.706934
11	134300	0.002918	1012.474830
11	134400	0.002919	1012.816402
11	134500	0.002916	1014.589307
11	134600	0.002936	1008.700605
11	134700	0.003271	905.873689
11	134800	0.003086	961.107490
11	134900	0.003064	968.462479
11	135000	0.003086	962.337294
11	135100	0.003075	966.461931
11	135200	0.003334	892.095014
11	135300	0.002977	999.934493
11	135400	0.002967	1004.066083
11	135500	0.002955	1008.916780
11	135600	0.002984	999.665907
11	135700	0.003307	902.845381
11	135800	0.003068	973.680703
11	135900	0.003054	978.898898
11	136000	0.003053	979.910524
11	136100	0.003046	983.081877
11	136200	0.003337	898.016236
11	136300	0.003104	965.986241
10	136400	0.002842	960.028942
10	136500	0.002838	961.938931
10	136600	0.002835	963.734379
10	136700	0.004348	628.744815
10	136800	0.003065	892.556257
10	136900	0.002936	932.714748
10	137000	0.002922	937.611855
10	137100	0.002912	941.581754
10	137200	0.002923	938.868506
10	137300	0.003087	889.475106
10	137400	0.002887	951.906550
10	137500	0.002914	943.650025
10	137600	0.002904	947.538002
10	137700	0.002905	948.090170
10	137800	0.003054	902.308417
10	137900	0.002975	926.956936
10	138000	0.002987	924.136435
10	138100	0.002969	930.419322
10	138200	0.002959	934.192493
10	138300	0.003138	881.338564
10	138400	0.002946	939.670314
10	138500	0.002943	941.130104
10	138600	0.002939	943.107676
10	138700	0.002926	947.977756
10	138800	0.003140	884.111629
10	138900	0.003058	908.576234
10	139000	0.003051	911.124104
10	139100	0.003071	906.034870
10	139200	0.003065	908.339299
10	139300	0.003170	878.754855
10	139400	0.003007	927.309943
10	139500	0.002987	934.203292
10	139600	0.003011	927.326129
10	139700	0.002977	938.615740
10	139800	0.003172	881.423341
10	139900	0.003094	904.334471
10	140000	0.003084	907.767573
10	140100	0.003101	903.445183
10	140200	0.003101	904.334095
10	140300	0.003230	868.851429
10	140400	0.003032	926.173301
10	140500	0.003019	930.864588
10	140600	0.003023	930.085487
10	140700	0.003056	920.750055
10	140800	0.003258	864.321478
10	140900	0.003056	922.058868
10	141000	0.003042	927.120138
10	141100	0.003037	929.121710
10	141200	0.003041	928.541742
10	141300	0.003063	922.673376
10	141400	0.003259	867.800105
10	141500	0.003231	875.941870
10	141600	0.003222	878.878610
10	141700	0.003213	882.080415
10	141800	0.003202	885.745125
10	141900	0.003305	858.685950
10	142000	0.003089	919.278599
10	142100	0.003102	916.177201
10	142200	0.003091	920.032544
10	142300	0.003100	918.024538
10	142400	0.003316	858.843830
10	142500	0.003218	885.578035
10	142600	0.003206	889.558449
10	142700	0.003204	890.764606
10	142800	0.003208	890.379506
10	142900	0.003325	859.452200
10	143000	0.003163	904.266907
10	143100	0.003512	814.889877
10	143200	0.003178	901.332140
10	143300	0.003147	910.729448
10	143400	0.003326	862.296276
10	143500	0.003246	884.155865
10	143600	0.003240	886.526738
10	143700	0.003236	888.254823
10	143800	0.003227	891.277750
10	143900	0.003349	859.294292
10	144000	0.003202	899.467628
10	144100	0.003195	902.158387
10	144200	0.003207	899.421925
10	144300	0.003208	899.653979
10	144400	0.003386	852.889547
10	144500	0.003293	877.683693
10	144600	0.003312	873.197897
10	144700	0.003304	875.870082
10	144800	0.003344	865.932637
10	144900	0.003417	848.058771
10	145000	0.003152	920.022449
10	145100	0.003162	917.769207
10	145200	0.003145	923.440018
10	145300	0.003150	922.396199
10	145400	0.003356	866.624984
10	145500	0.003439	846.294828
10	145600	0.003327	875.341404
10	145700	0.003286	886.796771
10	145800	0.003311	880.704153
10	145900	0.003299	884.498661
10	146000	0.003470	841.511412
10	146100	0.003262	895.704389
10	146200	0.003240	902.519833
10	146300	0.003233	905.049035
10	146400	0.003234	905.432969
10	146500	0.003489	839.778803
10	146600	0.005697	514.695685
10	146700	0.003333	880.236266
10	146800	0.003345	877.709585
10	146900	0.003330	882.305069
10	147000	0.003487	843.117608
10	147100	0.003298	892.132345
10	147200	0.003299	892.512024
10	147300	0.003288	895.869058
10	147400	0.003303	892.401990
10	147500	0.003473	849.473327
10	147600	0.003410	865.807468
10	147700	0.003399	869.171709
10	147800	0.003404	868.492950
10	147900	0.003407	868.154406
10	148000	0.003567	829.790139
10	148100	0.003377	877.131159
10	148200	0.003358	882.634085
10	148300	0.003398	872.882062
10	148400	0.003408	870.874898
10	148500	0.003531	841.074332
10	148600	0.003429	866.737631
10	148700	0.003418	870.085727
10	148800	0.003461	859.830571
10	148900	0.003430	868.169180
10	149000	0.003588	830.648129
10	149100	0.003461	861.477234
10	149200	0.003462	861.846622
10	149300	0.003443	867.217298
10	149400	0.003455	864.868620
10	149500	0.004916	608.172413
10	149600	0.003627	824.951246
10	149700	0.003507	853.815105
10	149800	0.003484	859.882986
10	149900	0.003485	860.267630
10	150000	0.003498	857.747201
9	150100	0.003281	823.444863
9	150200	0.003100	872.051954
9	150300	0.003072	880.727422
9	150400	0.003077	879.872907
9	150500	0.003086	877.787884
9	150600	0.003320	816.438152
9	150700	0.003163	857.700347
9	150800	0.003133	866.265894
9	150900	0.003144	863.932672
9	151000	0.003134	867.298537
9	151100	0.003350	811.839884
9	151200	0.003235	841.171409
9	151300	0.003230	843.275118
9	151400	0.003220	846.284679
9	151500	0.003209	849.885108
9	151600	0.003369	809.899965
9	151700	0.003238	843.352507
9	151800	0.003268	836.134576
9	151900	0.003257	839.376463
9	152000	0.003260	839.191468
9	152100	0.003383	809.316630
9	152200	0.003228	848.658397
9	152300	0.003192	858.822210
9	152400	0.003229	849.424149
9	152500	0.003240	847.233205
9	152600	0.003380	812.732213
9	152700	0.003233	850.103595
9	152800	0.003237	849.595837
9	152900	0.003239	849.620400
9	153000	0.003228	853.174388
9	153100	0.003393	812.122366
9	153200	0.003409	809.006327
9	153300	0.003333	827.801954
9	153400	0.003313	833.440990
9	153500	0.003333	828.986132
9	153600	0.003445	802.486408
9	153700	0.003219	859.476815
9	153800	0.003206	863.464181
9	153900	0.003243	854.237777
9	154000	0.003259	850.615945
9	154100	0.003297	841.394753
9	154200	0.003493	794.682647
9	154300	0.003398	817.444707
9	154400	0.003403	816.748997
9	154500	0.003394	819.481319
9	154600	0.003382	822.890722
9	154700	0.003528	789.226657
9	154800	0.003270	852.130939
9	154900	0.003260	855.330384
9	155000	0.003261	855.552659
9	155100	0.003267	854.622101
9	155200	0.003538	789.526787
9	155300	0.003492	800.591809
9	155400	0.003436	814.118370
9	155500	0.003457	809.639307
9	155600	0.003431	816.344376
9	155700	0.003628	772.491944
9	155800	0.003338	840.157390
9	155900	0.003631	772.829622
9	156000	0.003333	842.434456
9	156100	0.003452	814.013147
9	156200	0.003695	760.953731
9	156300	0.003547	793.118973
9	156400	0.003550	792.970527
9	156500	0.003572	788.652365
9	156600	0.003575	788.478171
9	156700	0.003760	750.201474
